f1y01,f1y02,f1y03,f1y04,f1y05,f1y06,f1y07,f1y08,f1y09,f1y10
8.032,8.412,8.1,8.008,8.064,8.02,8.52,7.888,7.88,7.968
7.92,8.396,8.024,8.02,7.744,8.068,8.424,7.984,7.9,7.924
7.9,8.332,7.996,8,8.192,8.148,8.36,8.112,7.76,7.864
8.012,8.264,8.016,7.968,8.636,8.088,8.284,8,7.784,7.88
8.004,8.204,8.116,8.024,8.192,8,8.192,7.864,7.812,7.908
7.96,8.184,8.08,8.028,7.768,8.044,8.136,7.948,7.832,7.852
7.912,8.172,8.008,8,8.148,8.116,8.112,8.088,7.772,7.792
7.968,8.1,8.044,7.952,8.712,8.124,8.044,8.016,7.76,7.836
8.044,8.084,8.064,8.004,8.356,8.028,7.96,7.916,7.8,7.852
7.964,8.092,8.088,8.036,7.88,8.064,7.952,7.808,7.876,7.8
7.888,8.116,8.056,7.996,8.176,8.116,7.956,8.064,7.816,7.772
7.976,8.044,8.056,7.984,8.704,8.18,7.936,8.044,7.812,7.768
8.056,8,8.104,8.008,8.488,8.048,7.888,7.936,7.844,7.804
7.948,8.04,8.128,8.024,8.036,8.056,7.876,7.884,7.924,7.772
7.876,8.1,8.072,8.008,8.184,8.136,7.892,8.048,7.876,7.748
7.944,8.044,8.084,7.98,8.752,8.16,7.868,8.052,7.808,7.748
8.028,7.988,8.104,8.008,8.676,8.076,7.828,7.948,7.856,7.808
7.964,8.028,8.148,8.008,8.204,8.068,7.84,7.9,7.944,7.796
7.868,8.052,8.088,8.004,8.2,8.152,7.86,8.032,7.936,7.752
7.924,8.052,8.084,7.996,8.724,8.212,7.868,8.096,7.808,7.748
8.02,7.976,8.14,7.98,8.876,8.136,7.86,7.952,7.852,7.764
7.98,8.024,8.192,7.996,8.416,8.112,7.828,7.872,7.952,7.764
7.884,8.036,8.172,8.02,8.26,8.16,7.816,8.012,7.952,7.756
7.92,8.044,8.14,8,8.768,8.22,7.84,8.076,7.888,7.748
7.996,8.004,8.148,7.984,9.112,8.172,7.828,7.992,7.904,7.696
7.984,8.012,8.264,7.98,8.656,8.116,7.82,7.892,7.98,7.64
7.904,8.04,8.224,7.984,8.364,8.172,7.824,7.972,8,7.784
7.876,8.048,8.196,7.984,8.82,8.252,7.864,8.1,7.908,8.072
7.98,8.02,8.24,7.964,9.352,8.236,7.848,8.012,7.948,8.572
8.016,8.004,8.3,7.992,8.924,8.172,7.824,7.904,7.976,9.136
7.912,8.06,8.304,8.028,8.532,8.212,7.82,7.924,8.06,9.752
7.876,8.052,8.276,8,8.956,8.28,7.844,8.064,7.992,10.38
7.936,8.004,8.324,7.96,9.508,8.296,7.864,8.02,7.976,10.92
8,7.988,8.404,7.988,9.208,8.204,7.812,7.928,8.02,11.088
7.924,8.036,8.42,8.004,8.768,8.204,7.828,7.956,8.12,10.984
7.848,8.072,8.396,8,9.056,8.3,7.832,8.088,8.064,10.128
7.932,8.036,8.456,7.98,9.624,8.348,7.828,8.056,8.04,8.82
8,7.98,8.52,7.992,9.388,8.256,7.844,7.968,8.064,8.052
7.952,8.016,8.572,8.004,8.896,8.268,7.824,7.944,8.164,7.724
7.84,8.06,8.58,7.98,9.024,8.344,7.828,8.096,8.168,7.628
7.904,8.036,8.612,7.964,9.504,8.396,7.844,8.116,8.116,7.72
8,7.996,8.692,7.988,9.352,8.34,7.836,8,8.192,7.816
7.96,8.012,8.796,8,8.768,8.308,7.848,7.964,8.276,7.872
7.836,8.052,8.78,7.976,8.664,8.404,7.836,8.14,8.264,7.9
7.884,8.02,8.812,7.984,9.08,8.484,7.868,8.212,8.18,7.904
8,7.984,8.88,7.996,9.076,8.436,7.844,8.096,8.216,7.9
7.976,8.012,9,8,8.472,8.412,7.804,8.012,8.308,7.868
7.872,8.056,8.984,8.032,8.188,8.532,7.828,8.156,8.344,7.844
7.896,8.032,9.012,7.984,8.56,8.608,7.86,8.264,8.264,7.84
7.964,7.98,9.052,7.972,8.8,8.564,7.816,8.156,8.324,7.86
7.96,8,9.108,7.988,8.22,8.516,7.812,8.064,8.42,7.884
7.876,8.036,9.1,8.004,7.82,8.612,7.812,8.116,8.436,7.844
7.86,8.028,9.08,7.976,8.204,8.716,7.812,8.204,8.352,7.832
7.968,7.992,9.06,7.964,8.608,8.7,7.812,8.148,8.368,7.852
8.004,7.968,9.08,8.008,8.076,8.636,7.808,8.044,8.408,7.844
7.896,7.996,8.988,8.02,7.6,8.684,7.784,8.084,8.464,7.86
7.872,8.044,8.896,7.992,7.94,8.768,7.804,8.2,8.376,7.824
7.928,8,8.82,7.98,8.472,8.8,7.8,8.108,8.3,7.884
7.976,7.972,8.744,8.016,8.084,8.696,7.808,7.964,8.312,7.904
7.912,7.992,8.668,8.048,7.576,8.696,7.776,7.972,8.348,7.916
7.848,8.02,8.536,8.012,7.836,8.768,7.784,8.092,8.264,7.876
7.928,7.992,8.448,7.976,8.376,8.804,7.792,8.004,8.172,7.896
8.016,7.96,8.376,8.024,8.1,8.652,7.752,7.888,8.128,7.896
7.972,7.968,8.364,8.012,7.584,8.6,7.76,7.812,8.164,7.908
7.908,8.016,8.236,7.996,7.748,8.628,7.8,8.004,8.076,7.892
7.96,7.988,8.176,7.98,8.28,8.64,7.776,8.048,7.976,7.908
8.06,7.948,8.152,8.024,8.208,8.448,7.784,7.892,7.984,7.944
8.06,7.972,8.148,8.012,7.692,8.368,7.764,7.84,8.024,7.928
7.952,8.016,8.064,8.004,7.648,8.4,7.804,7.936,8,7.928
8.036,8,8.016,7.972,8.152,8.424,7.78,8.016,7.868,7.9
8.172,7.932,8.012,8.004,8.252,8.268,7.748,7.892,7.88,7.956
8.196,7.948,8.044,7.996,7.772,8.18,7.768,7.792,7.956,7.988
8.036,7.984,8.02,7.996,7.572,8.192,7.772,7.956,7.984,7.944
8.056,8.016,7.96,7.992,8.016,8.22,7.8,8.024,7.816,7.968
8.104,7.952,7.94,7.976,8.372,8.124,7.78,7.944,7.86,8.004
8.108,7.936,8.02,7.992,7.864,8.048,7.768,7.832,7.904,8.02
7.972,7.98,7.988,8.032,7.5,8.04,7.76,7.96,7.948,8.016
7.98,7.976,7.968,8.02,7.896,8.108,7.788,8.06,7.84,8.016
8.076,7.98,7.988,7.968,8.396,8.072,7.808,7.988,7.836,8.044
8.076,7.932,8.016,8.02,7.952,7.972,7.756,7.864,7.872,8.052
7.94,7.98,7.96,8.036,7.5,8,7.756,7.844,7.928,8.08
7.868,8.012,7.944,7.996,7.868,8.024,7.76,7.84,7.808,8.076
7.896,7.968,7.96,7.968,8.404,8.06,7.776,7.76,7.8,8.108
7.968,7.968,7.972,8.012,8.024,7.932,7.752,7.864,7.856,8.156
7.876,7.972,7.972,8.04,7.568,7.94,7.728,8.156,7.908,8.172
7.824,8.012,7.932,7.988,7.824,7.996,7.776,8.756,7.824,8.164
7.884,7.96,7.948,8,8.34,8.048,7.788,9.308,7.784,8.196
7.956,7.936,7.956,8.052,8.104,7.936,7.764,9.72,7.8,8.236
7.904,7.968,7.956,8.036,7.616,7.932,7.772,10.296,7.884,8.276
7.808,8.008,7.932,8.008,7.756,7.988,7.772,10.864,7.864,8.296
7.868,7.984,7.92,7.98,8.248,8.044,7.76,10.492,7.756,8.344
7.96,7.932,7.956,8.02,8.192,7.936,7.74,9.284,7.768,8.388
7.924,7.968,7.976,8.028,7.68,7.88,7.728,8.512,7.856,8.444
7.84,8.012,7.948,8.028,7.664,7.992,7.764,8.328,7.876,8.44
7.852,7.968,7.924,7.996,8.172,8.048,7.796,8.164,7.784,8.436
7.872,7.948,7.944,7.996,8.292,7.912,7.76,7.86,7.824,8.536
7.868,7.948,8.02,8.02,7.78,7.9,7.76,7.792,7.884,8.556
8.004,7.988,7.94,8.04,7.58,7.972,7.776,8.032,7.916,8.568
8.428,7.98,7.9,7.996,8.028,8.036,7.796,8.216,7.784,8.564
9.032,7.956,7.944,8.004,8.352,7.96,7.764,8.14,7.804,8.6
9.696,7.964,7.996,8.012,7.864,7.884,7.764,8.032,7.852,8.6
10.38,7.996,7.92,8.052,7.52,7.952,7.804,8.108,7.932,8.508
10.924,8,7.924,8.028,7.924,8.044,7.752,8.184,7.792,8.444
11.2,7.972,7.936,7.992,8.396,7.996,7.752,8.116,7.832,8.416
10.284,7.956,7.988,8.02,7.924,7.9,7.748,8.032,7.876,8.4
8.92,7.976,7.936,8.04,7.484,7.956,7.78,8.06,7.92,8.344
8.048,8.008,7.888,8.036,7.852,8.012,7.784,8.16,7.844,8.268
7.856,7.944,7.928,7.968,8.38,8.012,7.8,8.104,7.836,8.232
7.92,7.944,7.96,8.008,7.988,7.884,7.76,8.04,7.868,8.204
7.86,7.964,7.98,8.068,7.528,7.924,7.788,8.032,7.968,8.14
7.884,8.028,7.9,8.024,7.788,7.984,7.78,8.168,7.932,8.076
7.976,7.972,7.944,7.988,8.316,8.036,7.82,8.14,7.88,8.064
8.116,7.948,7.968,8.032,8.052,7.936,7.764,8.024,7.912,8.04
8.06,7.964,7.972,8.024,7.544,7.9,7.772,8,8.024,8.016
7.972,8,7.88,8.008,7.708,7.964,7.804,8.18,8,7.952
7.988,7.996,7.908,7.992,8.212,8.028,7.824,8.2,7.916,7.976
8.06,7.948,7.956,8.028,8.156,7.892,7.788,8.076,7.988,7.976
8.044,7.964,7.956,8.06,7.652,7.884,7.828,8.036,8.064,7.976
7.944,8.012,7.936,8.04,7.628,7.98,7.836,8.172,8.084,7.924
7.968,8.004,7.896,8.04,8.1,8.044,7.844,8.224,8,7.916
8.06,7.952,7.904,8.052,8.264,7.936,7.864,8.088,8.04,7.928
8.096,7.984,7.984,8.06,7.748,7.9,7.952,8.024,8.096,7.936
8.004,8,7.9,8.072,7.528,7.944,8.024,8.136,8.128,7.912
7.992,7.988,7.86,8.056,7.948,8.028,8.028,8.24,7.996,7.924
8.068,7.964,7.88,8.076,8.332,7.944,8.008,8.14,8.008,7.952
8.128,7.976,7.96,8.104,7.824,7.864,7.964,8.076,8.048,7.972
8.016,8.016,7.9,8.152,7.436,7.932,7.944,8.164,8.064,7.932
8.008,7.992,7.912,8.152,7.876,8.012,8.028,8.284,7.924,7.948
8.088,7.98,7.932,8.14,8.368,7.976,8.012,8.18,7.936,7.924
8.172,7.956,7.952,8.204,7.904,7.9,8.012,8.12,7.952,7.948
8.088,7.992,7.912,8.256,7.44,7.924,7.988,8.176,7.952,7.96
8.02,8.028,7.88,8.236,7.78,7.988,7.972,8.272,7.82,7.948
8.088,7.964,7.916,8.184,8.324,7.972,7.924,8.24,7.764,7.964
8.196,7.94,7.912,8.196,7.984,7.872,7.868,8.168,7.836,7.964
8.152,7.972,7.928,8.16,7.488,7.888,7.872,8.18,7.836,7.948
8.072,8.024,7.864,8.144,7.764,7.964,7.9,8.316,7.78,7.924
8.144,8.024,7.908,8.076,8.284,8.012,7.904,8.328,7.7,7.932
8.224,8.008,7.92,8.116,8.068,7.9,7.896,8.232,7.756,7.956
8.216,8.068,7.944,8.1,7.564,7.876,7.868,8.208,7.776,7.916
8.152,8.116,7.88,8.064,7.668,7.948,7.856,8.36,7.768,7.924
8.184,8.076,7.884,8.06,8.18,7.996,7.832,8.404,7.668,7.916
8.292,8.04,7.88,8.116,8.136,7.872,7.788,8.296,7.716,7.964
8.292,8.052,7.956,8.104,7.624,7.868,7.788,8.268,7.784,7.936
8.216,8.148,7.868,8.048,7.588,7.936,7.792,8.44,7.78,7.916
8.256,8.16,7.868,7.984,8.068,8.016,7.808,8.52,7.652,7.92
8.352,8.108,7.896,8.004,8.252,7.904,7.78,8.424,7.692,7.948
8.4,8.092,7.948,8,7.74,7.868,7.744,8.396,7.776,7.932
8.328,8.144,7.86,8,7.484,7.916,7.764,8.532,7.804,7.94
8.352,8.112,7.868,7.972,7.948,8,7.816,8.616,7.668,7.94
8.46,8.024,7.884,7.988,8.292,7.912,7.792,8.552,7.672,7.968
8.508,8.004,7.94,8.02,7.788,7.884,7.764,8.512,7.692,7.968
8.492,8.04,7.876,8.028,7.448,7.892,7.792,8.644,7.72,7.932
8.508,8.072,7.844,8.008,7.856,7.972,7.796,8.752,7.676,7.92
8.612,8.016,7.88,7.988,8.36,7.948,7.78,8.696,7.936,7.96
8.704,7.984,7.916,8.02,7.908,7.864,7.744,8.656,8.408,7.956
8.7,8.004,7.868,8.024,7.424,7.892,7.772,8.708,8.848,7.924
8.696,7.996,7.844,8.032,7.78,7.956,7.772,8.86,9.3,7.94
8.788,7.976,7.904,7.98,8.304,7.972,7.82,8.844,9.896,7.948
8.924,7.932,7.964,8.044,7.968,7.876,7.796,8.792,10.788,7.96
8.916,7.948,7.964,7.94,7.476,7.872,7.788,8.82,11.084,7.936
8.912,8,7.928,7.948,7.708,7.968,7.804,9.004,9.864,7.932
8.968,7.968,7.94,7.98,8.272,7.98,7.836,8.984,8.632,7.936
9.14,7.916,8.008,8.236,8.068,7.876,7.824,8.924,8.172,7.94
9.12,7.96,8.044,8.668,7.528,7.856,7.812,8.88,8.052,7.944
9.048,8.008,7.96,9.14,7.7,7.944,7.844,9.02,8.016,7.932
9.088,7.956,7.948,9.752,8.164,7.984,7.844,9.004,7.964,7.928
9.18,7.944,8.068,10.5,8.16,7.884,7.828,8.84,7.992,7.952
9.152,7.952,8.144,10.736,7.632,7.84,7.844,8.76,8.024,7.944
9.072,7.928,8.12,10.02,7.66,7.94,7.856,8.8,7.972,7.892
8.976,7.84,8.076,9.116,8.144,8,7.748,8.788,7.824,7.876
8.944,7.808,8.096,8.58,8.356,7.896,7.624,8.608,7.852,7.944
8.888,7.924,8.132,8.124,7.8,7.832,7.632,8.46,7.916,7.92
8.688,8.228,8.076,7.736,7.588,7.912,7.856,8.508,7.92,7.908
8.56,8.664,8.044,7.52,8.012,8.008,8.464,8.512,7.808,7.904
8.512,9.156,8.08,7.444,8.444,7.916,9.616,8.348,7.824,7.928
8.5,9.78,8.088,7.492,7.904,7.856,11.008,8.216,7.904,7.94
8.332,10.3,8.064,7.48,7.572,7.904,12.324,8.228,7.908,7.908
8.224,10.116,7.988,7.484,8,7.984,13.276,8.288,7.82,7.88
8.228,9.472,7.972,7.56,8.484,7.96,12.816,8.192,7.864,7.908
8.244,8.96,7.984,7.704,8.02,7.852,11.064,8.1,7.916,7.92
8.14,8.5,7.94,7.784,7.552,7.876,9.024,8.088,7.92,7.896
8.056,8.056,7.876,7.856,7.904,7.972,8.004,8.196,7.868,7.92
8.036,7.776,7.86,7.96,8.448,7.964,7.824,8.16,7.848,7.928
8.112,7.828,7.9,8.068,8.06,7.848,7.76,8.044,7.916,7.936
8.06,7.976,7.896,8.1,7.596,7.864,7.788,8.044,7.976,7.912
7.98,8.084,7.832,8.104,7.872,7.956,7.876,8.164,7.892,7.896
7.988,8.064,7.848,8.084,8.356,7.992,8.024,8.156,7.856,7.9
8.068,8.036,7.82,8.148,8.108,7.868,8.064,8.024,7.884,7.936
8.024,8.08,7.888,8.188,7.532,7.852,8.104,8,7.96,7.92
7.944,8.112,7.804,8.184,7.66,7.94,8.064,8.148,7.98,7.924
7.932,8.056,7.836,8.184,8.164,7.996,8.016,8.164,7.888,7.892
8.044,8.02,7.828,8.216,8.144,7.88,8.008,8.044,7.944,7.932
8.032,8.044,7.904,8.248,7.572,7.856,7.988,7.988,8.008,7.936
7.944,8.096,7.832,8.248,7.572,7.92,7.988,8.108,8,7.892
7.94,8.06,7.796,8.208,8.012,7.984,8,8.164,7.912,7.88
8.044,8.04,7.836,8.212,8.244,7.904,8,8.056,7.976,7.92
8.048,8.032,7.868,8.272,7.696,7.852,7.984,8.004,8.056,7.956
7.928,8.088,7.804,8.244,7.476,7.9,7.992,8.116,8.044,7.912
7.932,8.084,7.78,8.252,7.908,8,8.016,8.184,7.952,7.916
8.008,8.044,7.832,8.272,8.316,7.912,8.016,8.068,7.988,7.932
8.06,8.064,7.92,8.296,7.748,7.844,8.008,8.024,8.072,7.944
7.968,8.1,7.844,8.3,7.34,7.864,8.032,8.084,8.096,7.916
7.944,8.108,7.816,8.308,7.708,7.992,8.06,8.168,8.024,7.924
7.984,8.064,7.864,8.276,8.196,7.952,8.036,8.108,8.028,7.932
8.056,8.048,7.884,8.332,7.768,7.884,8.04,8,8.12,7.932
8.008,8.096,7.872,8.348,7.6,7.872,8.024,8.064,8.18,7.912
7.92,8.148,7.836,8.296,8.584,8,8.076,8.16,8.108,7.92
7.976,8.076,7.836,8.292,9.98,7.988,8.06,8.112,8.112,7.94
8.076,8.08,7.808,8.372,10.42,7.92,8.084,8.02,8.168,7.948
8.024,8.108,7.776,8.388,10.584,7.92,8.092,7.984,8.224,7.932
7.944,8.164,7.728,8.38,10.696,8.016,8.104,8.128,8.22,7.912
7.956,8.14,7.984,8.364,10.532,8.06,8.116,8.16,8.204,7.932
8.06,8.08,8.392,8.42,9.508,8.012,8.108,8.004,8.256,7.952
8.004,8.136,8.984,8.428,8.232,7.984,8.104,8.008,8.332,7.936
7.932,8.152,9.588,8.424,7.772,8.1,8.116,8.136,8.316,7.932
7.952,8.148,10.372,8.408,8.032,8.148,8.14,8.148,8.248,7.904
8.06,8.136,10.924,8.492,7.824,8.048,8.148,8.04,8.316,7.94
8.048,8.144,10.196,8.504,7.148,8.06,8.148,7.964,8.412,7.924
7.956,8.192,9.348,8.512,7.152,8.1,8.164,8.096,8.412,7.912
7.928,8.18,8.836,8.504,7.744,8.164,8.192,8.12,8.296,7.924
8.032,8.16,8.436,8.536,8.176,8.036,8.168,8.024,8.356,7.96
8.032,8.196,8.116,8.576,7.724,7.992,8.184,7.964,8.456,7.956
7.952,8.264,7.78,8.604,7.632,8.008,8.22,8.108,8.448,7.964
7.912,8.228,7.512,8.612,8.072,8.048,8.244,8.16,8.364,7.96
7.996,8.204,7.552,8.636,8.544,7.956,8.244,8.048,8.372,7.972
8.04,8.24,7.752,8.736,7.94,7.856,8.252,7.976,8.396,8.004
8,8.292,7.912,8.764,7.584,7.876,8.288,8.028,8.392,7.984
7.924,8.3,7.932,8.772,7.988,7.968,8.284,8.148,8.284,8.004
8,8.284,7.996,8.796,8.524,7.92,8.312,8.044,8.244,8.048
8.04,8.268,8.044,8.872,8.044,7.816,8.308,7.964,8.252,8.028
7.972,8.352,8.004,8.94,7.636,7.824,8.332,7.976,8.236,8.04
7.904,8.412,7.936,8.952,8,7.924,8.4,8.116,8.12,8.084
7.948,8.392,7.968,8.992,8.54,7.932,8.436,8.088,8.068,8.12
8.04,8.388,7.992,9.112,8.16,7.836,8.424,7.988,8.064,8.184
7.976,8.452,8.016,9.152,7.676,7.812,8.464,7.964,8.076,8.152
7.928,8.512,7.928,9.176,7.956,7.92,8.54,8.084,7.98,8.128
7.936,8.528,7.98,9.232,8.468,7.94,8.572,8.076,7.92,8.104
8.032,8.512,7.992,9.304,8.284,7.856,8.596,7.948,7.94,8.084
7.984,8.596,8.032,9.36,7.776,7.828,8.648,7.94,8.004,8.064
7.892,8.664,7.984,9.404,7.932,7.9,8.748,8.08,7.944,8.044
7.884,8.672,7.98,9.448,8.416,7.968,8.804,8.076,7.836,8.036
8.012,8.696,8.02,9.52,8.452,7.844,8.88,7.96,7.896,8.028
8.008,8.744,8.064,9.58,7.916,7.832,8.924,7.94,7.972,8.012
7.904,8.82,8.012,9.576,7.864,7.912,9.02,8.068,7.936,7.976
7.9,8.808,7.988,9.568,8.312,7.936,9.068,8.072,7.804,7.976
8.004,8.82,8.036,9.576,8.592,7.884,9.14,7.976,7.86,7.992
8.012,8.852,8.1,9.608,8.032,7.872,9.188,7.916,7.956,7.972
7.932,8.956,8.024,9.544,7.84,8.016,9.268,8.016,7.96,7.956
7.892,8.98,8.016,9.5,8.284,8.452,9.34,8.104,7.82,7.936
7.984,8.96,8.036,9.448,8.76,9.06,9.372,8.02,7.884,7.952
8.016,8.98,8.124,9.388,8.188,9.54,9.376,7.956,7.94,7.964
7.932,9.016,8.064,9.276,7.86,9.572,9.352,8.008,7.968,7.94
7.896,9.044,8.044,9.196,8.264,9.352,9.344,8.112,7.832,7.932
7.956,9,8.08,9.088,8.816,8.696,9.28,8.036,7.856,7.936
7.992,8.956,8.12,9.04,8.388,8.248,9.152,7.952,7.92,7.952
7.92,8.952,8.164,8.924,7.944,8.068,9.088,8,7.956,7.964
7.888,8.936,8.096,8.796,8.328,8.024,8.988,8.08,7.836,7.956
7.924,8.848,8.14,8.692,8.892,7.884,8.86,8.036,7.868,7.94
8.016,8.78,8.164,8.648,8.584,7.772,8.74,7.96,7.904,7.908
7.96,8.732,8.208,8.592,8.084,7.752,8.616,7.952,7.964,7.78
7.892,8.672,8.128,8.484,8.404,7.924,8.532,8.072,7.892,7.796
7.908,8.572,8.176,8.364,8.928,8.02,8.404,8.052,7.828,7.988
8,8.472,8.212,8.348,8.784,7.952,8.34,7.948,7.908,8.36
7.968,8.468,8.288,8.316,8.304,7.94,8.268,7.94,7.98,8.896
7.888,8.42,8.26,8.224,8.452,8.024,8.212,8.072,7.948,9.456
7.9,8.356,8.296,8.196,8.972,8.108,8.16,8.092,7.836,10.1
8.02,8.236,8.324,8.192,9.068,7.976,8.1,7.98,7.88,10.728
8.012,8.232,8.42,8.16,8.572,7.928,8.056,7.94,7.972,11.116
7.888,8.212,8.4,8.128,8.56,8.032,8.048,8.072,7.944,11.172
7.916,8.184,8.424,8.116,9.06,8.088,8.02,8.104,7.868,10.96
7.988,8.1,8.488,8.12,9.344,8.012,8,8,7.912,9.876
8.008,8.124,8.572,8.116,8.864,7.976,7.936,7.932,8,8.692
7.892,8.152,8.588,8.092,8.668,8.036,7.976,8.04,7.98,8.044
7.9,8.12,8.6,8.072,9.148,8.104,7.96,8.104,7.864,7.82
7.964,8.064,8.672,8.076,9.62,8.04,7.924,8.032,7.94,7.844
8.016,8.072,8.788,8.092,9.124,7.98,7.908,7.972,8.036,7.924
7.94,8.088,8.82,8.076,8.728,8.016,7.948,8.052,8.056,7.968
7.888,8.084,8.82,8.048,9.14,8.148,7.932,8.128,7.956,8
7.96,8.044,8.892,8.04,9.66,8.1,7.916,8.108,8.012,8.06
8.028,8.044,8.976,8.044,9.176,8.016,7.92,8.048,8.048,8.04
8.008,8.084,9.024,8.064,8.62,8.04,7.912,8.092,8.144,8.048
7.968,8.08,8.984,8.036,8.924,8.144,7.908,8.228,8.084,8.016
8.024,8.048,9.028,8.06,9.336,8.132,7.928,8.188,8.068,8.016
8.132,7.992,9.08,8.112,8.892,8.044,7.904,8.108,8.136,8.04
8.132,8.072,9.12,8.08,8.28,8.036,7.892,8.096,8.204,8.016
8.068,8.1,9.052,8.044,8.444,8.164,7.9,8.22,8.16,7.972
8.12,8.044,9.016,8.012,8.852,8.2,7.936,8.232,8.1,8.008
8.232,8.036,8.98,8.068,8.604,8.104,7.896,8.116,8.164,8.008
8.148,8.032,8.964,8.104,7.996,8.076,7.892,8.096,8.24,8.04
8.048,8.088,8.82,8.048,8.04,8.164,7.928,8.216,8.172,8.012
8.044,8.052,8.7,8.052,8.428,8.228,7.932,8.204,8.04,8.024
8.124,8.008,8.652,8.096,8.448,8.1,7.908,8.08,8.092,8.04
8.112,8.052,8.596,8.092,7.848,8.112,7.904,8.064,8.156,8.032
8.012,8.096,8.452,8.068,7.724,8.188,7.92,8.16,8.148,8.024
7.992,8.084,8.352,8.036,8.132,8.268,7.92,8.172,8.004,8.012
8.064,8.04,8.312,8.068,8.384,8.192,7.916,8.052,8.032,8.044
8.028,8.056,8.304,8.096,7.808,8.172,7.924,7.992,8.036,8.04
7.932,8.084,8.2,8.1,7.54,8.212,7.936,8.028,8.028,8.036
7.856,8.06,8.108,8.092,7.928,8.32,7.952,8.024,7.864,8.02
7.936,8.048,8.096,8.06,8.384,8.272,7.928,7.952,7.912,8.056
7.976,8.06,8.104,8.124,7.888,8.212,7.916,7.884,7.952,8.072
7.908,8.064,8.048,8.1,7.468,8.256,7.912,7.936,7.992,8.06
7.88,8.072,7.98,8.06,7.836,8.36,7.94,8.028,7.856,8.076
7.884,8.032,7.988,8.068,8.372,8.344,7.916,7.984,7.872,8.068
7.996,8.024,8.02,8.108,7.936,8.324,7.908,7.9,7.916,8.108
7.904,8.068,8.016,8.084,7.448,8.356,7.904,7.912,7.952,8.084
7.852,8.084,7.94,8.048,7.764,8.432,7.916,8.02,7.848,8.112
7.888,8.048,7.96,8.036,8.328,8.488,7.968,8,7.844,8.108
7.996,8.016,7.976,8.084,7.984,8.42,7.924,7.896,7.896,8.148
7.944,8.052,8.012,8.084,7.512,8.424,7.916,7.876,7.924,8.152
7.824,8.084,7.904,8.036,7.728,8.56,7.916,8.02,7.9,8.156
7.792,8.056,7.896,8,8.22,8.628,7.9,8.004,7.848,8.168
7.936,8.032,7.968,8.068,8.084,8.528,7.908,7.924,7.888,8.184
8.164,8.032,8.004,8.06,7.572,8.536,7.904,7.9,7.968,8.224
8.516,8.044,7.952,8.028,7.652,8.656,7.904,8.028,7.936,8.212
9.076,8.044,7.924,7.996,8.116,8.724,7.928,8.028,7.78,8.228
9.852,8.032,7.92,8.044,8.192,8.64,7.896,7.88,7.764,8.256
10.572,8.048,8.004,8.072,7.684,8.616,7.9,7.772,7.864,8.284
11.008,8.06,7.9,8.012,7.556,8.74,7.892,7.772,7.98,8.284
11.024,8.04,7.9,8.02,7.992,8.812,7.916,7.832,8.212,8.312
9.976,8.008,7.944,8.012,8.268,8.708,7.888,7.952,8.74,8.352
8.832,8.036,7.984,8.06,7.752,8.684,7.868,8.204,9.18,8.376
8.008,8.06,7.944,8.016,7.472,8.704,7.88,8.772,9.756,8.408
7.776,8.056,7.888,8.024,7.9,8.768,7.928,9.424,10.388,8.444
7.9,7.992,7.912,7.996,8.364,8.66,7.9,9.924,11.172,8.472
7.952,7.996,7.996,8.06,7.868,8.54,7.896,10.528,10.996,8.528
7.9,8.04,7.988,8.06,7.476,8.508,7.904,10.952,9.62,8.52
7.928,8.056,7.888,7.988,7.832,8.56,7.912,10.44,8.588,8.552
8.012,8.028,7.924,7.988,8.364,8.476,7.892,9.3,8.188,8.612
8.088,7.988,7.964,8.04,7.912,8.316,7.892,8.544,8.196,8.66
8.024,8.036,7.968,8.052,7.484,8.276,7.9,8.24,8.228,8.68
7.968,8.048,7.876,7.992,7.768,8.316,7.92,8.124,8.164,8.712
8.012,8.032,7.932,7.98,8.328,8.284,7.884,7.972,8.096,8.712
8.092,7.972,7.948,8.024,8.004,8.124,7.896,7.92,8.092,8.744
8.028,8.028,7.976,8.032,7.54,8.072,7.864,7.996,8.064,8.732
7.96,8.04,7.888,7.96,7.716,8.144,7.904,8.22,8.008,8.692
8,7.996,7.932,7.972,8.232,8.148,7.912,8.2,7.952,8.664
8.112,7.98,7.948,8.016,8.036,8.04,7.876,8.08,7.976,8.632
8.064,8.028,7.984,8.02,7.604,7.968,7.876,8.032,8.028,8.592
7.992,8.04,7.924,7.968,7.644,8.04,7.908,8.18,8.004,8.54
8.036,8.036,7.876,7.98,8.076,8.08,7.924,8.132,7.896,8.46
8.112,7.992,7.924,8.004,8.148,7.972,7.892,8.056,7.948,8.436
8.14,8.016,7.992,8.024,7.648,7.912,7.872,8,8.036,8.396
8.032,8.06,7.892,7.984,7.54,7.976,7.904,8.116,8.02,8.308
8.048,8.036,7.876,7.956,7.944,8.052,7.912,8.164,7.908,8.272
8.132,7.972,7.932,7.968,8.248,7.976,7.892,8.08,7.976,8.224
8.168,8.008,7.984,7.984,7.708,7.9,7.908,8.032,8.02,8.22
8.076,8.052,7.944,8.004,7.468,7.936,7.912,8.088,8.056,8.176
8.104,8.048,7.9,7.972,7.824,7.976,7.928,8.172,7.936,8.14
8.18,8.004,7.92,7.964,8.304,7.96,7.908,8.092,7.976,8.124
8.224,7.984,7.968,8.02,7.796,7.892,7.884,8.056,8.008,8.108
